Nombre Artista,Reproducciones,Oyentes,Biografia,Artistas Similares,Tags,Ontour
Tyga,36044181,2669848,"Micheal Ray Stevenson (born November 19, 1989 in Compton, California), better known by his stage name Tyga, is an American hip hop artist signed to Lil Wayne's Young Money Entertainment and Decaydance. He is of Vietnamese and Jamaican descent.  He is the cousin of Travis McCoy, lead vocalist of the group Gym Class Heroes. 

In 2006 he released his first mixtape, Young on Probation, and released his debut studio album, No Introduction, in 2008. He has since released a further mixtapes <a href=""https://www.last.fm/music/Tyga"">Read more on Last.fm</a>","Kid Ink, Chris Brown & Tyga, YG, French Montana, 2 Chainz","Hip-Hop, rap, hip hop, tyga, west coast",1
Dorian,3183273,183347,"There are several artists/bands with the name Dorian:

1) Dorian is a Spanish electro-pop band. They were born in 2002 in Barcelona, Spain with the common necessity to develop a sound that conjugated the tradition of the Spanish pop with contemporary electronic music.
The members are: Mark (voice, guitar, programmings) Belly (piano, keyboard, programmings) Bart (bass) Jordi (drums).

Up to 2007 they published 2 albums: ""10.000 Metrópolis""(2004) and ""El futuro no es de nadie""(2006). <a href=""https://www.last.fm/music/Dorian"">Read more on Last.fm</a>","Lori Meyers, Sidonie, Love of Lesbian, Viva Suecia, Miss Caffeina","indie, indie pop, spanish indie pop, spanish, turkish rock",1
Beyoncé,645938170,6116398,"Beyoncé Giselle Knowles-Carter  (born September 4, 1981 in Houston, Texas, EUA) is an American singer, songwriter, businesswoman, and actress. Beyoncé performed in various singing and dancing competitions as a child and rose to fame in the late 1990s as the lead singer of Destiny's Child, one of the best-selling girl groups of all time. Beyoncé herself is the best-selling black female musician of all time and second best-selling female artist of all time, behind only Madonna. <a href=""https://www.last.fm/music/+noredirect/Beyonc%C3%A9"">Read more on Last.fm</a>","The Carters, Destiny's Child, Chloe x Halle, Chlöe, Solange","rnb, pop, female vocalists, soul, Hip-Hop",0
Tom Cruise,141256,13866,"Thomas Cruise Mapother IV (born July 3, 1962), more commonly known as Tom Cruise, is an American actor and film producer. He is tied with Tom Hanks as the only actors to have seven consecutive US$100 million plus blockbusters on his résumé, and Forbes magazine ranked him as the world's most powerful celebrity in 2006. He has been nominated for three Academy Awards and won three Golden Globe Awards.

 <a href=""https://www.last.fm/music/Tom+Cruise"">Read more on Last.fm</a>","Tom Cruise & Julianne Hough, Diego Boneta, Paul Giamatti, Julianne Hough, Mary J. Blige & Tom Cruise, Julianne Hough & Tom Cruise, Tom Cruise & Malin Akerman, Diego Boneta, Alec Baldwin, Russell Brand & Julianne Hough","Soundtrack, actor, cover, rock, covers",0
Metallica,505965473,4925593,"Metallica is an American heavy metal band. The band was formed in 1981 in Los Angeles by vocalist/guitarist James Hetfield and drummer Lars Ulrich, and has been based in San Francisco for most of its career. The band's fast tempos, instrumentals and aggressive musicianship made them one of the founding ""big four"" bands of thrash metal, alongside Megadeth, Anthrax and Slayer. Metallica's current lineup comprises founding members and primary songwriters Hetfield and Ulrich, longtime lead guitarist Kirk Hammett and bassist Robert Trujillo. <a href=""https://www.last.fm/music/Metallica"">Read more on Last.fm</a>","Megadeth, Slayer, Pantera, Anthrax, Iron Maiden","metallica, heavy metal, metal, hard rock, rock",1
Lori Meyers,4084047,119510,"Lori Meyers is an spanish indie pop band from Loja, Spain, formed in 1998. The members are Antonio López, Julián Méndez, Alejandro Méndez and Alfredo Núñez. 

First their style was asociated to the noise pop of Los Planetas (Granada is near Loja) but later the 60s revival influences with rich vocal harmonies related them with other granadian band: Los Ángeles.

They have produced two EPs, La Caza and Ya Lo Sabes, and three LPs, ""Viaje De Estudios"", ""Hostal Pimodan"" and ""Cronolánea"".

More information on www.lorimeyers.net <a href=""https://www.last.fm/music/Lori+Meyers"">Read more on Last.fm</a>","Sidonie, Viva Suecia, Supersubmarina, Izal, Love of Lesbian","indie pop, indie, spanish indie pop, spanish, pop",0
Buck Meek,1203783,98822,"Buck Meek (born in Wimberley, TX, on July 10 1987) is an American musician best known as the guitarist and backing vocalist of Big Thief. Meek 's eponymous solo album was released in 2018. 

Meek learned his first guitar chords from his mother around the age of six and played jazz manouche and outlaw country as a teen. He graduated from the Berklee College of Music in the late 2000s, finishing just as soon-to-be-collaborator Adrianne Lenker enrolled. <a href=""https://www.last.fm/music/Buck+Meek"">Read more on Last.fm</a>","Big Thief, Lomelda, Twain, Adrianne Lenker, Adrianne Lenker & Buck Meek","folk, indie, singer-songwriter, americana, folk rock",0
Sia,155200756,4129247,"Sia Kate Isobelle Furler (/ˈsiːə/; born 18 December 1975) is an Australian singer-songwriter, record producer and music video director. She started her career as a singer in the local Adelaide acid jazz band Crisp in the mid-1990s. In 1997, when Crisp disbanded, she released her debut studio album titled OnlySee in Australia. She then moved to London, England, and provided lead vocals for the British duo Zero 7.

In 2000, Sia signed to Sony Music's sub-label Dance Pool and released her second studio album <a href=""https://www.last.fm/music/Sia"">Read more on Last.fm</a>","Bebe Rexha, Birdy, Adele, P!nk, Jessie J","female vocalists, indie, chillout, trip-hop, downtempo",0
Supersubmarina,2970618,70351,"Supersubmarina is a Spanish indie pop-rock band from Baeza (Jaen). <a href=""https://www.last.fm/music/Supersubmarina"">Read more on Last.fm</a>","Lori Meyers, Viva Suecia, Vetusta Morla, Izal, Arde Bogotá","indie, spanish, rock, pop rock, alternative",0
J.J. Cale,15803412,855344,"John Weldon Cale (5 December 1938 –  26 July  2013), known as JJ Cale or J.J. Cale, was a Grammy Award-winning American singer, musician, and songwriter. Cale was one of the originators of the Tulsa Sound, a loose genre drawing on blues, rockabilly, country, and jazz influences. Cale's personal style has often been described as ""laid back"".

His songs have been performed by a number of other musicians including ""After Midnight"" and ""Cocaine"" by Eric Clapton <a href=""https://www.last.fm/music/J.J.+Cale"">Read more on Last.fm</a>","J.J. Cale & Eric Clapton, Tony Joe White, Eric Clapton, Peter Green, Canned Heat","blues, blues rock, singer-songwriter, rock, classic rock",0
Miguel,68620843,2494167,"A progressive R&B artist with a fascinating career evolution, Miguel flirted with stardom for several years before his 2010 lift-off as a specialist in carnal, pop-flavored ballads. The Los Angeles native scored his first hit as a songwriter with Jaheim's ""Finding My Way Back,"" which led the way for a string of platinum, Top Ten R&B/hip-hop singles as a headliner, including ""All I Want Is You,"" ""Sure Thing,"" and ""Adorn,"" the Grammy-winning song from his Top Five crossover smash Kaleidoscope Dream (2012). <a href=""https://www.last.fm/music/Miguel"">Read more on Last.fm</a>","Trey Songz, Brent Faiyaz, Jhené Aiko, Sonder, Bryson Tiller","rnb, soul, r&b, Hip-Hop, hip hop",0
Robert Ziegler,20024,3969," <a href=""https://www.last.fm/music/Robert+Ziegler"">Read more on Last.fm</a>","Robert Ziegler;Tony Hymas;Patrick Doyle, Tony Hymas;Robert Ziegler, Marianelli, Dario [Composer], See Siang Wong, The City Of Prague Philarmonic Orchestra",,0
Adele,301533448,5366976,"Adele Laurie Blue Adkins MBE (born May 5, 1988) is an English singer and songwriter. After graduating in arts from the BRIT School in 2006, Adele signed a record deal with XL Recordings. Her debut album, 19, was released in 2008 and spawned the UK top-five singles ""Chasing Pavements"" and ""Make You Feel My Love"". The album was certified 8× platinum in the UK and triple platinum in the US. Adele was honoured with the Brit Award for Rising Star as well as the Grammy Award for Best New Artist. <a href=""https://www.last.fm/music/Adele"">Read more on Last.fm</a>","Sam Smith, Whitney Houston, Beyoncé, Céline Dion, Sia","soul, female vocalists, british, singer-songwriter, indie",0
Blur,183341748,4576000,"Blur are an English alternative rock band that formed in London in 1988, consisting of singer Damon Albarn, guitarist Graham Coxon, bassist Alex James, and drummer Dave Rowntree. The group has been referred to as one of the ""Big Four"" of the Britpop genre, alongside Pulp, Suede, and Oasis. Their debut album, Leisure (1991), incorporated the sounds of Madchester and Shoegaze. Following a stylistic change influenced by English guitar pop groups such as the Kinks <a href=""https://www.last.fm/music/Blur"">Read more on Last.fm</a>","Graham Coxon, Damon Albarn, Pulp, Elastica, Oasis","britpop, rock, indie, british, alternative",0
Amitabh Bhattacharya,181488,22078,"Amitabh Bhattacharya is an Indian lyricist and playback singer. He started his career in bollywood by the critically acclaimed movie 'Aamir'. For Aamir, he gave out just his first name in the credits. He won the National Film Award For Best Lyrics, for bollywood movie 'I Am'. <a href=""https://www.last.fm/music/Amitabh+Bhattacharya"">Read more on Last.fm</a>","Mohan Kannan, Aditi Singh Sharma, Monty Sharma, Shekhar Ravjiani, Dominique Cerejo",india,0
The Script,70489918,2821702,"The Script are a pop rock band which formed in 2001 in Dublin, Ireland. The band consists of Danny O'Donoghue (vocals), Mark Sheehan (guitar) and Glen Power (drums).

After reaching number fifteen in the charts with their 2008 debut single ""We Cry,"" their second single ""The Man Who Can't Be Moved"" peaked at number two. Their debut album The Script was released on the 11th August 2008, and went straight to number one on iTunes, both in Ireland and the United Kingdom. <a href=""https://www.last.fm/music/The+Script"">Read more on Last.fm</a>","OneRepublic, Train, The Fray, Maroon 5, Parachute","pop rock, rock, irish, pop, acoustic",0
Andrés Calamaro,15848361,430568,"Andres Calamaro is one of the most popular Argentinian pop-rock songwriters. A songs craftsman, as he likes to consider himself.

Born Aug 22, 1961 in Buenos Aires, Argentina, he began his professional musical career at the age of 17 playing keyboards in Raíces.
In 1981 he incorporated to one of the main bands of the Argentinean '80s rock scene: Los Abuelos de la Nada. Although the band was led by the brilliant Miguel Abuelo, Calamaro composed most of the band's hits <a href=""https://www.last.fm/music/+noredirect/Andr%C3%A9s+Calamaro"">Read more on Last.fm</a>","Los Rodríguez, Fito Páez, Intoxicados, Los Abuelos de la Nada, Viejas Locas","Rock Argentino, rock, argentina, singer-songwriter, spanish",1
New Kids On The Block,5927704,559584,"New Kids On The Block (NKOTB) are a very successful boy band from the late 80s and early 90s, and are still performing to this day. Assembled in Boston, Massachusetts, U.S. in 1984 by producer Maurice Starr, the members consist of brothers Jordan Knight and Jonathan Knight, Joey McIntyre, Donnie Wahlberg, and Danny Wood. The group went on to sell over 70 million albums worldwide, generated hundreds of million of dollars of concert revenues, and roughly paved the way for acts like Backstreet Boys and *NSYNC. <a href=""https://www.last.fm/music/New+Kids+on+the+Block"">Read more on Last.fm</a>","Jordan Knight, Joey McIntyre, Backstreet Boys, *NSYNC, O-Town","pop, boybands, 80s, 90s, NKOTB",0
Nickelback,143625249,4181147,"Nickelback are a Canadian rock band which formed in Hanna, Alberta, Canada in 1995. Nickelback is one of the most commercially successful Canadian groups, having sold 50 million records worldwide. Nickelback ranks as the 7th best selling music act of the 2000s and the 2nd best selling foreign act in the US behind The Beatles for the 2000s.

The band consists of Chad Kroeger (vocals, guitar), Ryan Peake (guitar, vocals), Mike Kroeger (bass) and Daniel Adair (drums). <a href=""https://www.last.fm/music/Nickelback"">Read more on Last.fm</a>","Theory of a Deadman, 3 Doors Down, Hinder, Shinedown, Daughtry","rock, alternative rock, hard rock, alternative, Canadian",0
Portugal. The Man,59208628,1897405,"Portugal. The Man is an experimental indie rock  band from Wasilla, Alaska (formed in 2004), but currenly based in Portland, Oregon, USA. The band's line-up currently consists of singer/guitarist John Gourley and bassist Zach Carothers (both formerly of Anatomy Of A Ghost), Gourley's wife Zoe Manville (backup vocals/percussion), guitarist Eric Howk, drummer Jason Sechrist, and keyboardist Kyle O'Quin (formerly of Gatsby's American Dream). The band has released nine studio albums (the latest being 2023's ""Chris Black Changed My Life"") <a href=""https://www.last.fm/music/Portugal.+The+Man"">Read more on Last.fm</a>","Broken Bells, Sir Sly, Cold War Kids, Saint Motel, Young the Giant","experimental, indie, indie rock, Progressive, rock",1
The Cranberries,142794628,4440366,"The Cranberries was an alternative rock band from Limerick, Ireland that formed in 1989 and rose to mainstream popularity in the early 1990's. The band consisted of Noel Hogan (guitar/vocals; also a member of Mono Band, Arkitekt and The Puro), Mike Hogan (bass/vocals), and Fergal Lawler (drums/percussion; also a member of The Low Network). Dolores O'Riordan (vocals, keyboards, guitars) was a member from 1990 until her death in 2018. The band went on hiatus in 2003 and reunited in the summer of 2009. <a href=""https://www.last.fm/music/The+Cranberries"">Read more on Last.fm</a>","Dolores O'Riordan, Alanis Morissette, Garbage, Sinéad O'Connor, The Sundays","rock, alternative, alternative rock, female vocalists, irish",0
Twenty One Pilots,346938661,3027661,"Twenty One Pilots (stylized in all lowercase or as twenty øne piløts) are an American musical duo from Columbus, Ohio. Initially a band, the group was formed in 2009 by lead vocalist Tyler Joseph along with Nick Thomas and Chris Salih, who both left in 2011. Since their departure, the line-up has consisted of Joseph and drummer Josh Dun. The duo is best known for their singles ""Stressed Out"", ""Ride"", and ""Heathens"". The group received a Grammy Award for Best Pop Duo/Group Performance at the 59th Annual Grammy Awards for ""Stressed Out"". <a href=""https://www.last.fm/music/twenty+one+pilots"">Read more on Last.fm</a>","Balu Brigada, half•alive, Panic! at the Disco, Imagine Dragons, AJR","electronic, alternative, rap, indie, indie pop",1
The Killers,363450010,6655558,"There are multiple artists using this name:

1. The Killers are an American rock band from Las Vegas, Nevada, formed in 2001. 
They got the name from the fictional band The Killers in the video for New Order's song Crystal. 
As of 2021, the band has released six studio albums, which have sold 28 million records worldwide. 

The Early Years
Initially, The Killers played at large clubs in Las Vegas. With the band's line-up stable and their repertoire of songs expanding <a href=""https://www.last.fm/music/The+Killers"">Read more on Last.fm</a>","Brandon Flowers, Kings of Leon, Snow Patrol, Keane, Franz Ferdinand","indie, indie rock, rock, alternative, alternative rock",1
Mika Singh,750119,71794,"Mika Singh, AKA Amrik Singh, born August 18, 1967, is a bhangra/rap singer. He is the brother of Daler Mehndi. Mika, the youngest of the six Mehndi brothers, left school at the age of eight and began to focus on singing, he says. From a long journey as a kirtan singer to a pop star, he looks life as an everyday struggle to achieve the goal.

He was involved in a kissing controversy with item girl Rakhi Sawant.

Was a contestant on Jhalak Dikhhla Jaa 2007

His website is at http://www.mikasingh.in/ <a href=""https://www.last.fm/music/Mika+Singh"">Read more on Last.fm</a>","Sunidhi Chauhan, Pritam, Badshah, Yo Yo Honey Singh, Shaan","Bhangra, bollywood, Indian, Hindi, Punjabi",0
Train,54936823,3234428,"Train is an American pop rock band from San Francisco that was formed in 1993. Since 2024, the band consists of Pat Monahan (lead vocals), Taylor Locke (guitar, vocals), Hector Maldonado (bass, vocals), Jerry Becker (keyboards, guitar), and Matt Musty (drums).

With a lineup that included original members Monahan, Rob Hotchkiss, Jimmy Stafford, Scott Underwood, and Charlie Colin, the band achieved mainstream success with their debut album Train. The album was released in 1998 with the hit ""Meet Virginia"". <a href=""https://www.last.fm/music/Train"">Read more on Last.fm</a>","Matchbox Twenty, Rob Thomas, The Script, Sister Hazel, Five for Fighting","rock, alternative rock, pop, alternative, indie",1
FKA twigs,124373415,1532473,"Tahliah Debrett Barnett (born 16 January 1988), known professionally as FKA twigs, is an English singer, songwriter, and dancer. Born and raised in Cheltenham, Gloucestershire, she became a backup dancer for numerous famous musicians after moving to London at the age of 17, and made her own musical debut with EP1 (2012) and EP2 (2013).

Barnett's debut studio album, LP1 (2014), reached number 16 on the UK Albums Chart and number 30 on the US Billboard 200. <a href=""https://www.last.fm/music/FKA+twigs"">Read more on Last.fm</a>","Kelela, Arca, Eartheater, Oklou, Björk","trip-hop, electronic, experimental, dream pop, alternative rnb",0
Julianne Hough,1002098,148531,"Born July 20, 1988, Julianne Hough is an American professional country music singer, ballroom dancer, and television celebrity. The television newsmagazine, 20/20, has described her as one of the ""very best dancers on the planet."" She has won several international titles.

Julianne is the youngest professional dancer ever to have competed on the televised competition Dancing with the Stars. She won the overall title in her first year on the show, as she coached her amateur dance partner, Olympic speed skater Apolo Anton Ohno. <a href=""https://www.last.fm/music/Julianne+Hough"">Read more on Last.fm</a>","Kristy Lee Cook, Danielle Peck, Chuck Wicks, Bomshel, Julie Roberts","country, female vocalists, contemporary country, Julianne Hough, pop",0
Electric Light Orchestra,70957872,2792821,"The Electric Light Orchestra, or ELO, was an English symphonic rock band which formed in Birmingham, Warwickshire in 1970. The band was formed by Jeff Lynne (vocals, guitar, multiple instruments), Roy Wood (multiple instruments, vocals), Richard Tandy (keyboards, vocals) and Bev Bevan (drums). Lynne, Wood and Bevan were former members of the psychedelic rock band The Move. The band's lineup would fluctuate throughout its original incarnation, although Lynne, Tandy and Bevan would remain constant members. <a href=""https://www.last.fm/music/Electric+Light+Orchestra"">Read more on Last.fm</a>","Jeff Lynne, Supertramp, 10cc, Traveling Wilburys, The Alan Parsons Project","classic rock, Progressive rock, rock, 70s, british",0
ABBA,170964518,4080221,"ABBA is a Swedish pop group formed in Stockholm in  1972 by Agnetha Fältskog, Björn Ulvaeus, Benny Andersson, and Anni-Frid Lyngstad. The group's name is an acronym of the first letters of their first names. They became one of the most commercially successful acts in the history of popular music, topping the charts worldwide from 1974 to 1982. ABBA won the Eurovision Song Contest 1974 at The Dome in Brighton, UK, giving Sweden its first triumph in the contest. They are the most successful group to have taken part in the competition. <a href=""https://www.last.fm/music/ABBA"">Read more on Last.fm</a>","Agnetha Fältskog, Frida, Bee Gees, Boney M., Olivia Newton-John","pop, Disco, 70s, swedish, 80s",0
Pablo Alborán,5716248,263177,"Pablo Moreno de Alborán Ferrándiz (born on May 31, 1989 in Málaga), best known as Pablo Alborán, is a Latin Grammy nominated Spanish singer.

Alborán is the son of Spanish architect Salvador Moreno de Alborán Peralta and French Elena Ferrándiz Martínez. He is also the great-grandson of Francisco Moreno Fernández, 1st Marquess of Alborán, and has two siblings: Casilda and Salvador.

From a very young age, he was interested in learning to play various musical instruments such as piano <a href=""https://www.last.fm/music/+noredirect/Pablo+Albor%C3%A1n"">Read more on Last.fm</a>","Antonio José, David Bisbal, Manuel Carrasco, Jesse & Joy, Carlos Rivera","pop, spanish, latin, male vocalists, pop rock",0
Green Day,413192390,6282711,"Green Day are an American punk rock band formed in the East Bay of California in 1987 by lead vocalist and guitarist Billie Joe Armstrong together with bassist and backing vocalist Mike Dirnt. For most of the band's career, they have been a power trio with drummer Tré Cool, who replaced John Kiffmeyer in 1990 before the recording of the band's second studio album, Kerplunk (1991). Before taking its current name in 1989, Green Day was called Blood Rage, then Sweet Children. <a href=""https://www.last.fm/music/Green+Day"">Read more on Last.fm</a>","The Network, Foxboro Hot Tubs, Pinhead Gunpowder, Billie Joe Armstrong, blink-182","punk rock, rock, punk, pop punk, alternative",1
India Martinez,606722,51570,"Born in Córdoba, she started studying flamenco while she was just 5 under the guidance of teacher Nieves Camacho. The family moved to Roquetas de Mar (Almería) when she was 11 years old. She sang on the local fishing port area, becoming popular as ""La Niña del Puerto"". In 1998, at age 13, she took part in the children talent show Veo, Veo hosted by Teresa Rabal, reaching the Andalusian finals. She was offered a scholarship by the Fundación Cristina Heeren to learn flamenco in Seville. <a href=""https://www.last.fm/music/India+Martinez"">Read more on Last.fm</a>","Manuel Carrasco, Ana Mena, El Barrio, El Arrebato, Antonio Orozco","Flamenco, spanish, female vocalists, spain, españa",0
Mac DeMarco,302289753,2981935,"Mac DeMarco (born Vernor Winfield MacBriare Smith IV in Duncan, BC, on 30 April 1990) is a Canadian singer-songwriter, multi-instrumentalist and producer. DeMarco has released eight full-length studio albums, his debut Rock and Roll Night Club (2012), 2 (2012), Salad Days (2014), Another One (2015), This Old Dog (2017), Here Comes the Cowboy (2019), Five Easy Hot Dogs (2023), and One Wayne G (2023).

During high school DeMarco was in several bands <a href=""https://www.last.fm/music/Mac+DeMarco"">Read more on Last.fm</a>","Eyedress, LOVING, Current Joys, HOMESHAKE, Good Morning","Lo-Fi, indie, post-punk, experimental, indie rock",1
Natiruts,15758315,480817,"Natiruts are a popular reggae band formed in Brasília, Brazil in 1996. Alexandre Carlo invited his soccer friends from Brasilia city in order to begin a new band in Brazil's capital. They are Luis Mauricio (bass) and Bruno Dourado (percussion). Later, the group 'enlisted' some new members: Izabella Rocha (backing vocals) and Kiko Peres (solo electric guitar). The first album (Nativus) was released in 1997.

On the following albums (Verbalize - 2001 and Quatro - 2002) Tonho Gebara participated (solo electric guitar). <a href=""https://www.last.fm/music/Natiruts"">Read more on Last.fm</a>","Maneva, Planta e Raiz, Chimarruts, Maskavo, Armandinho","reggae, brazilian, reggae brasileiro, brasil, Natiruts",0
Babyface,5106807,557040,"Babyface (Kenneth Brian Edmonds) is a multi-platinum selling rnb singer, songwriter and record producer. He has written and produced for artists such as Whitney Houston , Karyn White, Johnny Gill , Vanessa Williams, Pebbles, Madonna and Boyz II Men, and has also worked on various film soundtracks in his successful career.

Kenneth Edmonds was born on April 10, 1958, in Indianapolis, Indiana, to Marvin and Barbara Edmonds. Barbara was a pharmaceutical plant manager. <a href=""https://www.last.fm/music/Babyface"">Read more on Last.fm</a>","Johnny Gill, After 7, Tevin Campbell, Brian McKnight, Karyn White","rnb, soul, male vocalists, pop, rhythm and blues",0
Men I Trust,111065394,1989880,"Men I Trust is Dragos, Emma, Jessy, Mathieu and Alexis. Founded in 2014, the dance band from Montreal, Canada loves smooth sounds, calm melodies and simple rhythms that relax, but make your right foot tap and your chin bounce on the beats. They record, mix, master and shoot their music videos. 

Jessy and Dragos knew each other since their fourth year of high school. Back then (mid-2000’s), Dragos had somewhat of a background in classical piano and Jessy mastered the dark and esoteric art of the metal guitar solist. <a href=""https://www.last.fm/music/Men+I+Trust"">Read more on Last.fm</a>","Tokyo Tea Room, strongboi, The Marías, Crumb, MUNYA","dream pop, indie pop, indie, downtempo, Sophisti-Pop",1
Commodores,10014852,1270119,"The Commodores is an American funk/soul band, which was at its peak in the late 1970s through the mid 1980s. The members of the group met as mostly freshmen at Tuskegee Institute (now Tuskegee University) in 1968, and signed with Motown in November 1972, having first caught the public eye opening for The Jackson 5 while on tour.

The group's most successful period was in the late 1970s and early 1980s when Lionel Richie was co-lead singer. The band's biggest hit singles are ballads such as ""Easy"" <a href=""https://www.last.fm/music/Commodores"">Read more on Last.fm</a>","Lionel Richie, The Spinners, Gladys Knight & The Pips, The O'Jays, The Temptations","soul, funk, 70s, motown, rnb",1
The Rolling Stones,261272999,5619490,"The Rolling Stones are an English rock band formed in London in 1962. Active for six decades, they are one of the most popular and enduring bands of the rock era. In the early 1960s, the Rolling Stones pioneered the gritty, rhythmically driven sound that came to define hard rock. Their first stable line-up consisted of vocalist Mick Jagger, multi-instrumentalist Brian Jones, guitarist Keith Richards, bassist Bill Wyman, and drummer Charlie Watts. During their formative years <a href=""https://www.last.fm/music/The+Rolling+Stones"">Read more on Last.fm</a>","Keith Richards, The Who, The Kinks, Led Zeppelin, Mick Jagger","classic rock, rock, british, 60s, blues",0
Gregory Alan Isakov,34855805,1073218,"Gregory Alan Isakov (born in 1979 in Johannesburg, South Africa) is a South Africa-born American singer-songwriter. He released his first album, Rust Colored Stones, in 2003.

Isakov has been described by Boulder Weekly, ""Strong, subtle, a lyrical genius"" and has been compared to his influences; Bruce Springsteen, Kelly Joe Phelps, Iron & Wine and Gillian Welch. Isakov's humble presence and his overwhelming voice and guitar style has been treasured by an ever-growing and captivated fan base.  <a href=""https://www.last.fm/music/Gregory+Alan+Isakov"">Read more on Last.fm</a>","Caamp, The Paper Kites, John Vincent III, Lord Huron, Ocie Elliott","folk, singer-songwriter, acoustic, americana, indie",1
Dave Stewart,573528,86692,"There are several artists with the name Dave Stewart:
1) Dave Stewart (prefers David A. Stewart) is most renown as one half of the succesful 80s pop duo Eurythmics
2) Dave Stewart is a British keyboardist and former member of Egg, Hatfield and The North, National Health and Bruford, now works with vocalist Barbara Gaskin
3) Dave Stewart is a British drummer with the group Camel
4) Dave Stewart is a British guitarist and vocalist with Steve Hillage's band <a href=""https://www.last.fm/music/Dave+Stewart"">Read more on Last.fm</a>","Tanita Tikaram, Eurythmics, Chris Rea, Joe Cocker, Beth Hart","rock, pop, blues rock, Pop-Rock, alternative",0
Trey Songz,31887387,2149718,"
Tremaine Aldon Neverson (born November 28, 1984 in Petersburg, Virginia, USA), better known by his stage name Trey Songz, is a Grammy award nominated American singer, producer and actor. After releasing many mixtapes under the name Prince of Virginia he signed to Atlantic Records in 2005 and released his debut album I Gotta Make It. His second album, Trey Day, was released in 2007 and earned him a Grammy nomination. His latest album, Ready, was released in September 2009 and debuted at #3 on the Billboard 200. <a href=""https://www.last.fm/music/Trey+Songz"">Read more on Last.fm</a>","August Alsina, Chris Brown, J. Holiday, Tyrese, The-Dream","rnb, soul, male vocalists, urban, trey songz",0
Glass Animals,123684593,2429712,"Glass Animals are an English electronic/alternative rock band formed in Oxford in 2010. The band's line-up consists of Dave Bayley (vocals, guitar, keyboards, drums, songwriting), Drew MacFarlane (guitar, keyboards, backing vocals), Edmund Irwin-Singer (bass, keyboards, backing vocals), and Joe Seaward (drums).

All four members of the band met at St Edward's School in Oxford. Dave Bayley attended St Edward's on a music scholarship and was introduced to Drew MacFarlane <a href=""https://www.last.fm/music/Glass+Animals"">Read more on Last.fm</a>","Max Frost, Sir Sly, Saint Motel, Joywave, half•alive","electronic, trip-hop, indie, british, dubstep",0
Status Quo,12693616,910373,"Status Quo is a British rock band (London, England) with strong boogie line. The group was founded by bassist Alan Lancaster and guitarist Francis Rossi in 1962.

They began as a rock and roll freakbeat band called The Spectres. By 1967, with very little commercial success, they discovered psychedelia and changed their name to Traffic (later Traffic Jam, to avoid confusion with Steve Winwood's Traffic.) At this time the line-up also included organist Roy Lynes and drummer John Coghlan. <a href=""https://www.last.fm/music/Status+Quo"">Read more on Last.fm</a>","Sweet, Slade, Nazareth, UFO, Cliff Richard","classic rock, rock, hard rock, british, 80s",0
Selena Gomez,189814442,2962845,"Selena Marie Gomez (born July 22, 1992 in Grand Prairie, TX) is an American singer, actress and film producer. Gomez began her acting career on the children's television series Barney & Friends (2002–2004). As a teenager, she rose to prominence for starring as Alex Russo on the Disney Channel television series Wizards of Waverly Place (2007–2012). Alongside her television career, Gomez appeared in the films Another Cinderella Story (2008), Princess Protection Program (2009) <a href=""https://www.last.fm/music/Selena+Gomez"">Read more on Last.fm</a>","Selena Gomez & the Scene, Miley Cyrus, Camila Cabello, Bridgit Mendler, Demi Lovato","pop, female vocalists, Disney, pop rock, dance",0
Halsey,202921145,2575216,"Ashley Nicolette Frangipane, known professionally as Halsey, is an American singer and songwriter. Her stage name is a reference to the Halsey Street station of the New York City Subway in Brooklyn, and is an anagram of her first name. Her awards and nominations include four Billboard Music Awards, four iHeartRadio Music Awards, two Teen Choice Awards, one GLAAD Media Award, one Global Award, a Guinness World Record, a MTV Video Music Award and a Grammy Award nomination. <a href=""https://www.last.fm/music/Halsey"">Read more on Last.fm</a>","Tove Lo, Ke$ha, Hayley Kiyoko, Bea Miller, Gracie Abrams","pop, indie pop, indie, alternative, female vocalists",1
The Smashing Pumpkins,234782939,4309683,"The Smashing Pumpkins are an American alternative rock band from Chicago. The band was formed in 1988 by Billy Corgan and James Iha, with bassist D'arcy Wretzky  and drummer Jimmy Chamberlin joining shortly after. Despite going through many lineup changes, the current lineup is identical to the original, with the exception of Wretzky, who would end up leaving the band just before their initial breakup in 2000.

Disavowing the punk rock roots of many of their alt-rock contemporaries <a href=""https://www.last.fm/music/The+Smashing+Pumpkins"">Read more on Last.fm</a>","Billy Corgan, Zwan, Stone Temple Pilots, Soundgarden, Alice in Chains","alternative rock, Grunge, alternative, rock, 90s",1
a-ha,55477753,3193757,"a-ha is a Norwegian synthpop band. The trio, composed of lead vocalist Morten Harket, guitarist Paul Waaktaar-Savoy and keyboardist Magne Furuholmen, formed in 1982 and left Oslo, Norway for London in order to make a career in the music business. 

The origin of the name a-ha comes from the lyric of an early song. After checking dictionaries in several languages, they found out that 'a-ha' was an international way of expressing recognition, with positive connotations. It was short, a-ha was easy to say and somewhat unusual. <a href=""https://www.last.fm/music/a-ha"">Read more on Last.fm</a>","Morten Harket, Alphaville, Duran Duran, Tears for Fears, Erasure","new wave, pop, 80s, synth pop, norwegian",0
